ID,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,DISABILITYPCT,LINGISOPCT,LESSHSPCT,UNDER5PCT,OVER64PCT,LIFEEXPPCT,PRE1960PCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PTSDF,UST,PWDIS,NO2,DWATER,PNPL,PRMP,E_TOTPOP,E_HU,E_HH,E_POV150_P,E_UNINSUR_P,E_HBURD_P,E_SNGPNT_P,E_MUNIT_P,E_MOBILE_P,E_CROWD_P,E_NOVEH_P,E_GROUPQ_P,SVI_statewide,House_Vacant_P,With_Medicaid_P,Work_Drivealone_P,Work_Carpooled_P,Work_PublicTransportation_P,Work_Walk_P,Work_Taximotorbike_P,Work_Fromhome_P,With_PublicAssIncome_P,With_SSI_P,Mean_Transportation_time(min),Mean_Proportion_HHIncome,Owner_occupied_P
51153900601,0.782044199,0.408672409,0.034954407,0.104972376,0.139773895,0.224921278,0.106353591,0.088674033,0.209230769,0.211873081,7.144686885,55.77587,0.200556916,51.94356778,991004.3362,0.243795815,3.204844393,2511.424884,6.613009549,0.0,0.128927425,0.0,3620,977,973,0.38011049723756907,0.2861878453038674,0.35149023638232274,0.17574511819116137,0.030706243602865915,0.0,0.09660842754367935,0.06372045220966084,0.00027624309392265195,0.9042,0.0040941658137154556,0.31712707182320443,0.7254593175853018,0.031496062992125984,0.05669291338582677,0.028346456692913385,0.05249343832020997,0.10551181102362205,0.065775950668037,0.10277492291880781,40.00880281690141,0.3538461538461539,0.8930643824260845
51153900602,0.859174568,0.44896821,0.032258065,0.056128293,0.181481481,0.140437158,0.077523703,0.054099275,0.209230769,0.127484578,7.172420219,55.84385,0.215971619,48.63163107,1142798.963,0.287571303,2.758406258,2267.25926,7.022999902,0.0,0.122189658,0.057887864,3586,1459,1350,0.2863915225878416,0.1946458449525934,0.54,0.04,0.6052090472926662,0.09389993145990404,0.07703703703703704,0.05851851851851852,0.0,0.888,0.07470870459218643,0.19415807560137457,0.7994746059544658,0.09938704028021016,0.01532399299474606,0.01882661996497373,0.03327495621716287,0.03371278458844133,0.15333333333333332,0.03851851851851852,41.23584050747621,0.408023138832998,0.29141104294478526
51153900701,0.862514188,0.379545455,0.061248528,0.074577727,0.023320158,0.045013421,0.081157775,0.067395006,,0.030529172,7.128559016,55.5346,0.200355687,47.97493187,1153840.255,0.193484377,2.131176596,2850.34223,6.613335613,0.0,0.240154859,0.0,7048,2948,2530,0.20161748013620887,0.1210272417707151,0.26442687747035576,0.14980237154150197,0.29545454545454547,0.013568521031207599,0.026482213438735178,0.05177865612648221,0.0036889897843359817,0.8348,0.1417910447761194,0.27411966790724307,0.7522958550508811,0.08041697691734921,0.024075452965996526,0.020352444775378505,0.017622238768925293,0.10523703152146935,0.07430830039525692,0.0,41.6519092418373,0.3149183147033534,0.5687838222728567
51153900702,0.818914691,0.183508391,0.099564529,0.118978456,0.06686799,0.141848034,0.056310913,0.06738058,0.165128205,0.028747433,7.111257104,55.6238,0.177713017,56.79743907,793963.6178,0.361530455,0.456434083,3604.508696,5.849758825,0.0,0.255181855,0.0,8311,2435,2318,0.12116472145349537,0.17362531584646854,0.16824849007765316,0.028904227782571183,0.15687885010266941,0.0,0.025884383088869714,0.05263157894736842,0.0,0.7145,0.04804928131416838,0.08436213991769548,0.5563893180313396,0.14124917236813064,0.023615096005296845,0.0,0.05032001765614655,0.22842639593908629,0.08455565142364108,0.015099223468507334,40.662900457665906,0.29766791044776114,0.9016965467452773
51153900801,0.721248397,0.044044044,0.06455455,0.09454966,0.011003521,0.051814604,0.067835257,0.103463018,0.175384615,0.0,7.063994536,55.45296,0.179821116,59.70629063,708673.9258,0.414167476,1.267863648,4171.512648,4.933585435,0.0,0.326056004,0.0,7017,2272,2272,0.02850220892119139,0.07025794499073679,0.028169014084507043,0.03345070422535211,0.0,0.0,0.002640845070422535,0.002640845070422535,0.0007125552230297848,0.2295,0.0,0.04337140378776926,0.6204361054766734,0.07733265720081135,0.040821501014198784,0.0,0.01977687626774848,0.24163286004056794,0.006602112676056338,0.007042253521126761,48.17034436643263,0.283641975308642,0.9522247575584712
51153900803,0.781741868,0.215285065,0.054432348,0.118532955,0.022813688,0.093275488,0.056313396,0.055788737,,0.011984021,7.071904098,55.14926,0.157864669,52.49390076,731358.0153,0.342470995,1.190701308,3870.957296,5.667331141,0.0,0.368213043,0.0,5718,2253,2104,0.18572927597061908,0.11647429171038824,0.2818441064638783,0.16207224334600762,0.2507767421216156,0.0,0.06749049429657794,0.026615969581749048,0.0,0.8288,0.06613404349755882,0.2453933380581148,0.7517662170841362,0.147077713551702,0.0038535645472061657,0.0,0.027938342967244702,0.06936416184971098,0.12690114068441063,0.03279467680608365,41.22412008281574,0.40758620689655173,0.5521161245190626
51153900804,0.752722164,0.070600632,0.052168816,0.081676518,0.018220793,0.064614531,0.098349139,0.064278188,,0.008574491,7.024996448,55.32433,0.15388705,63.82219524,549528.9028,0.473868267,0.0,5072.237106,4.198051573,0.0,0.410134344,0.0,5694,1866,1866,0.05198454513523006,0.06919564453811029,0.22990353697749197,0.08896034297963558,0.12808145766345122,0.0,0.006966773847802787,0.05251875669882101,0.0,0.5571,0.0,0.08078094214579976,0.6614029760097175,0.13999392651078044,0.028241724870938355,0.0,0.023079259034315215,0.14728211357424842,0.06752411575562701,0.013933547695605574,51.94889601139601,0.3743293591654247,0.7255005268703899
51153900901,0.75998674,0.297543976,0.047265161,0.074099137,0.042761463,0.209754722,0.051549809,0.075087021,0.209230769,0.150214592,7.024476503,54.8924,0.15422515,43.64059141,617775.3796,0.404154444,1.668831907,4292.497404,5.347383539,0.0,0.818762251,0.0,6033,2097,1941,0.24001326040112714,0.15763301839880656,0.2818134981968058,0.15713549716640907,0.10157367668097282,0.04339532665712923,0.04739824832560536,0.0443070582174137,0.0018233051549809381,0.9403,0.07439198855507868,0.22145153104381662,0.7255785993387436,0.13345356176735798,0.03276224827171626,0.01653140967838894,0.018034265103697024,0.07363991584009619,0.06594538897475528,0.03606388459556929,35.9279688513952,0.34397558386411886,0.5763865825307207
51153900904,0.764697015,0.085463621,0.045604396,0.052447552,0.028280543,0.04494661,0.053964426,0.049291528,,0.0456718,6.989775683,55.0882,0.144219387,66.94235433,530888.8414,0.457200488,1.287070259,5345.34055,4.376006727,0.0,0.60977887,0.0,6634,1883,1768,0.05637624359360868,0.04145312028941815,0.08201357466063348,0.07070135746606335,0.0,0.006903876792352629,0.03223981900452489,0.0,0.0009044317154054868,0.3572,0.061072756240042485,0.07996351474612344,0.622852233676976,0.0836197021764032,0.05211912943871707,0.027491408934707903,0.011168384879725086,0.2027491408934708,0.06787330316742081,0.02092760180995475,45.95746590093324,0.37849576271186436,0.8255884127942064
51153900905,0.735858257,0.195886386,0.108793325,0.135019711,0.026761333,0.070300937,0.083062419,0.109720416,0.183589744,0.11715915,6.988679508,54.78707,0.105171752,58.06339028,378613.9247,0.610764259,0.390342632,5690.108559,4.40406457,0.0,3.372635011,0.0,6152,1929,1831,0.11150845253576072,0.12142392717815345,0.1900600764609503,0.049153468050245765,0.08242612752721618,0.0,0.019661387220098307,0.008192244675040962,0.001788036410923277,0.6881,0.05080352514256091,0.12138633377135348,0.6349206349206349,0.15661375661375662,0.0490299823633157,0.009171075837742505,0.06102292768959436,0.08924162257495591,0.015838339705079193,0.030038230475150193,48.962519319938174,0.4012057877813505,0.8527927047712099
51153901005,0.444511551,0.051111447,0.040507696,0.053642182,0.018411362,0.025343439,0.057224823,0.042276914,0.175384615,0.002104156,7.150998907,54.54996,0.139790394,23.75098068,466236.6797,0.0,0.143134103,22.11230586,4.580749549,0.0,0.263333754,0.0,6623,1901,1901,0.03336856409482108,0.026121093160199307,0.052603892688058915,0.021567596002104155,0.0,0.0,0.01262493424513414,0.008416622830089426,0.0,0.056,0.0,0.04419384334044499,0.7079056865464632,0.07406380027739251,0.027461858529819694,0.005825242718446602,0.011095700416088766,0.17364771151178918,0.03314045239347712,0.028406102051551814,46.5055387713998,0.3194444444444444,0.9844481352861241
51153901009,0.456697149,0.06105433,0.02276867,0.091297752,0.008932559,0.045615589,0.06993007,0.106239914,0.157948718,0.010272443,7.176833333,54.95034,0.148521017,26.71695376,634993.6713,0.0,0.108358093,157.4252248,5.311493204,0.0,0.16650453,0.0,7436,2239,2239,0.059037116729424424,0.009279182356105434,0.11701652523447968,0.04242965609647164,0.0,0.0,0.0,0.015185350602947744,0.0,0.0694,0.0,0.05585436491518411,0.6419679905157084,0.10995850622406639,0.04919976289270895,0.013337285121517486,0.005631298162418494,0.17990515708358032,0.03260384100044663,0.013398838767306834,42.39880737260571,0.3722868217054263,0.922270037654653
51153901010,0.413371382,0.050346514,0.058237548,0.09043981,0.0,0.017159199,0.10680799,0.109050143,0.180512821,0.0,7.151104372,54.93834,0.151137401,29.21284243,666055.5656,0.0,0.210734162,356.4940379,5.838832018,0.0,0.173797749,0.0,4906,1467,1401,0.013249082755809213,0.09090909090909091,0.07708779443254818,0.08779443254817987,0.0,0.0,0.0,0.006423982869379015,0.0010191602119853241,0.162,0.044989775051124746,0.05616353499896758,0.6231477773327994,0.09611533840608731,0.050861033239887866,0.005206247496996396,0.0024028834601521826,0.22226672006407688,0.009992862241256246,0.010706638115631691,50.702723535457345,0.20561224489795918,0.8488063660477454
51153901011,0.617228704,0.116988972,0.057793345,0.085816642,0.029115934,0.052843602,0.077033722,0.084065846,0.161025641,0.003064351,7.164756284,55.15872,0.160104358,33.38719093,870125.5679,0.031362847,0.0,1935.718101,5.840134244,0.0,0.201523888,0.0,6257,1958,1889,0.09173725427521176,0.04602844813808534,0.11011116993118052,0.06670195870831128,0.0,0.0,0.022763366860772894,0.008470089994706194,0.0,0.2652,0.035240040858018386,0.08207132388861749,0.647376311844078,0.046476761619190406,0.06086956521739131,0.003598200899550225,0.04527736131934033,0.19640179910044978,0.06511381683430387,0.03970354685018528,50.2919776119403,0.41671874999999997,0.8929199296787598
51153901012,0.356486797,0.1830617,0.033117351,0.183188406,0.023255814,0.068707725,0.064293915,0.434270953,0.175384615,0.028772754,7.119189891,55.07797,0.169051405,38.64243346,847446.4844,0.203785448,1.396550406,2786.160893,5.745440728,0.0,0.284355968,0.0,3484,1703,1634,0.14380022962112515,0.016647531572904706,0.21542227662178703,0.023255813953488372,0.08573106283029946,0.0,0.0,0.006119951040391677,0.001148105625717566,0.3443,0.040516735173223725,0.13014492753623189,0.6078431372549019,0.09876543209876543,0.023965141612200435,0.0,0.021060275962236745,0.24836601307189543,0.05936352509179926,0.033659730722154224,45.567632850241544,0.32887453874538747,0.7913793103448276
51153901013,0.777545536,0.283069573,0.016533637,0.077363034,0.076785714,0.110280374,0.058524933,0.057629143,,0.047413793,7.060565847,54.89499,0.185124713,38.00409591,1132619.329,0.27172252,3.766458372,3371.522564,5.905947048,0.0,0.45607832,0.0,3349,1160,1120,0.22245446401911018,0.05733054643177068,0.2883928571428571,0.1625,0.0,0.12586206896551724,0.027678571428571427,0.03214285714285714,0.0,0.6687,0.034482758620689655,0.27092113184828415,0.692260816575259,0.08836075563680683,0.04509445460085314,0.0,0.025594149908592323,0.14868982327848873,0.11160714285714286,0.03125,41.868289191123836,0.475597609561753,0.7575395640489698
51153901014,0.700180614,0.203454509,0.092933948,0.099252072,0.008492569,0.117399741,0.089303632,0.089504315,,0.125255276,7.093647814,54.45186,0.159426034,32.01979424,883990.7633,0.28546388,1.633868942,3670.781811,4.785313936,0.0,1.139751735,0.0,4983,1469,1413,0.09953843066425848,0.10495685330122416,0.2024062278839349,0.05024769992922859,0.061946902654867256,0.0,0.03467799009200283,0.043878273177636234,0.004214328717639976,0.7658,0.0381211708645337,0.08025065696381646,0.6755838641188959,0.17197452229299362,0.01910828025477707,0.008917197452229299,0.0,0.12441613588110403,0.06157112526539278,0.020523708421797595,33.53732428502181,0.3298878205128205,0.886739218057235
51153901015,0.904802022,0.241857831,0.057268722,0.047632469,0.023333333,0.074952562,0.123560798,0.030609379,,0.0,7.082437705,55.07443,0.155425998,43.40777377,1107827.185,0.24545199,4.410326657,3620.090821,6.238691324,0.0,0.362892957,0.0,3561,1200,1200,0.15810165683796687,0.06543105869137883,0.38416666666666666,0.1525,0.4066666666666667,0.0,0.08166666666666667,0.0,0.0016849199663016006,0.7862,0.0,0.09977452085682074,0.7497420020639834,0.13673890608875128,0.0,0.0,0.0,0.11351909184726522,0.04416666666666667,0.0,45.90750436300174,0.3351296043656207,0.42981715893108297
51153901016,0.780766396,0.171460801,0.097899475,0.110801264,0.032911392,0.084984985,0.06779661,0.06779661,,0.003638569,7.117392077,55.20171,0.182967272,46.09943735,1030613.53,0.20415516,2.229885919,3123.932807,6.116978077,0.0,0.293537733,0.0,5428,1649,1580,0.1156963890935888,0.0495578481945468,0.23670886075949368,0.03670886075949367,0.16616130988477865,0.0,0.008860759493670886,0.01708860759493671,0.0007369196757553427,0.6451,0.04184354154032747,0.1552333147425172,0.5889847924373202,0.2120838471023428,0.02096177558569667,0.018906699547883273,0.0,0.15906288532675708,0.05,0.07974683544303797,43.582763671875,0.36083815028901733,0.7332227138643068
51153901101,0.472052402,0.371239912,0.064891847,0.073756432,0.037606838,0.053705693,0.056768559,0.022270742,,0.427312775,6.94197459,54.77903,0.101699777,614.1145394,205287.0109,1.7593463,0.0,8808.165426,4.605097512,0.0,11.19244556,0.0,2290,681,585,0.12532751091703057,0.04410480349344978,0.28034188034188035,0.020512820512820513,0.16005873715124816,0.022026431718061675,0.03076923076923077,0.08376068376068375,0.40480349344978167,0.7552,0.14096916299559473,0.10120068610634649,0.6908831908831908,0.11396011396011396,0.02849002849002849,0.022792022792022793,0.05698005698005698,0.0868945868945869,0.11623931623931624,0.022222222222222223,17.556105610561055,0.32064439140811457,0.13499633162142333
51153901102,0.308170515,0.292105263,0.102222222,0.041012658,0.0,0.0,0.174067496,0.0,,0.009009009,6.959277596,54.61496,0.153393294,51.72197596,431302.0148,1.042302667,0.397932322,4855.608539,5.111573798,0.0,11.12488073,0.0,3378,888,822,0.1669626998223801,0.006808762581409118,0.4257907542579075,0.08150851581508516,0.08108108108108109,0.0,0.027980535279805353,0.03527980535279805,0.20840734162226168,0.5502,0.07432432432432433,0.0389873417721519,0.8036199095022625,0.07692307692307693,0.0,0.06153846153846154,0.03619909502262444,0.02171945701357466,0.037712895377128956,0.01824817518248175,15.074841681059297,0.4076183431952662,0.014958863126402393
51153901203,0.664875566,0.155825792,0.044046467,0.07389581,0.058479532,0.158047166,0.070984163,0.144230769,0.135384615,0.023391813,7.229948634,55.31073,0.17039332,31.81500104,968215.7395,0.047801894,3.065237532,41.57863842,6.24538736,0.0,0.106248356,0.0,3536,1368,1368,0.11623303167420815,0.188631221719457,0.2880116959064328,0.056286549707602336,0.0,0.01608187134502924,0.054093567251461985,0.12792397660818713,0.0,0.7922,0.0,0.15571913929784825,0.7093319734829169,0.1223865374808771,0.022437531871494134,0.010708822029576747,0.018357980622131564,0.11677715451300356,0.07529239766081872,0.033625730994152045,46.8316974595843,0.322125,0.8351244343891403
51153901208,0.438192668,0.201205511,0.07256894,0.127372053,0.07756654,0.100823045,0.033248082,0.282182438,0.154871795,0.0,7.274329508,55.95513,0.250528148,39.15522592,1256752.809,0.315052738,1.406666688,114.7505405,6.418285937,0.0,0.0,0.22466342,3519,1327,1315,0.18897414038079,0.08013640238704177,0.21140684410646388,0.0311787072243346,0.1092690278824416,0.031650339110776186,0.009125475285171103,0.028897338403041824,0.009946007388462632,0.8459,0.00904295403165034,0.13225991949396204,0.7191455696202531,0.1115506329113924,0.05063291139240506,0.011075949367088608,0.0,0.10759493670886076,0.037262357414448666,0.029657794676806085,41.2677304964539,0.47234299516908207,0.8691159586681975
51153901209,0.629951249,0.195200245,0.058183955,0.059459459,0.020875764,0.095331215,0.070688605,0.131627057,0.144615385,0.008508509,7.245725137,55.66317,0.199946451,35.09796606,1209274.112,0.168614759,1.992966948,50.58751628,6.790895117,0.0,0.0,0.070241215,6564,1998,1964,0.15356489945155394,0.08333333333333333,0.14052953156822812,0.05855397148676171,0.05155155155155155,0.0,0.031568228105906315,0.06466395112016293,0.0,0.6349,0.01701701701701702,0.14903474903474903,0.7072127139364304,0.12255501222493888,0.04339853300733496,0.01039119804400978,0.007334963325183374,0.10910757946210269,0.04429735234215886,0.03920570264765784,39.473413379073754,0.2586748633879782,0.7990554539914686
51153901211,0.809265442,0.220158598,0.024604569,0.076794658,0.0808,0.230645161,0.025250417,0.074707846,0.209230769,0.056501548,7.252120492,55.28797,0.163261273,30.33520275,900048.5228,0.0,3.528667488,46.7637034,6.37265802,0.0,0.104813102,0.0,4792,1292,1250,0.17696160267111852,0.21807178631051752,0.168,0.1008,0.0,0.0,0.1,0.0264,0.0006260434056761269,0.6927,0.032507739938080496,0.1876043405676127,0.640997433076641,0.2258892555922259,0.006967363403006967,0.0121012101210121,0.0187018701870187,0.09534286762009535,0.0776,0.064,43.33806242399676,0.4526960784313725,0.9125078304447692
